x,y,t
-3789,-4905,1734032358.246994
-3789,-4891,1734032358.2879896
-3779,-4876,1734032358.3319912
-3802,-4971,1734032358.5889933
-3802,-4957,1734032358.7999895
-3792,-4941,1734032358.8419924
-3792,-4923,1734032358.8859935
-3782,-4907,1734032358.9325871
-3782,-4891,1734032358.9737842
-3792,-4876,1734032359.0177844
-3792,-4860,1734032359.0647852
-3792,-4846,1734032359.1090019
-3814,-4941,1734032359.1520147
-3837,-5036,1734032359.3230124
-3837,-5021,1734032359.4110131
-3827,-5003,1734032359.5370123
-3817,-4987,1734032359.623014
-3807,-4972,1734032359.7060125
-3797,-4956,1734032359.7510126
-3787,-4940,1734032359.7940137
-3787,-4924,1734032359.8370135
-3787,-4910,1734032359.8820126
-3810,-5005,1734032360.0070128
-3810,-4991,1734032360.300014
-3810,-4975,1734032360.3440127
-3810,-4961,1734032360.3860118
-3810,-4945,1734032360.4330125
-3810,-4931,1734032360.4750128
-3800,-4917,1734032360.518013
-3800,-4903,1734032360.5640123
-3800,-4889,1734032360.7330122
-3821,-4984,1734032360.9040122
-3841,-5079,1734032361.0740125
-3841,-5065,1734032361.117013
-3841,-5049,1734032361.1570141
-3831,-5035,1734032361.2010124
-3821,-5015,1734032361.3250122
-3811,-4998,1734032361.368013
-3811,-4978,1734032361.4090135
-3811,-4962,1734032361.493013
-3811,-4946,1734032361.5810125
-3811,-4932,1734032362.0830123
-3811,-4918,1734032363.0530136
-3834,-5013,1734032365.2490296
-3834,-4998,1734032365.9510276
-3834,-4983,1734032366.07803
-3834,-4968,1734032366.1210318
-3844,-4982,1734032389.8521395
-3854,-4996,1734032389.8981402
-3864,-5010,1734032391.1481397
-3874,-5024,1734032391.2351406
-3884,-5039,1734032391.3661401
-3884,-5053,1734032391.4521408
-3894,-5067,1734032392.1871579
-3904,-5081,1734032392.791157
-3914,-5095,1734032393.3091571
-3932,-5190,1734032393.3531559
-3942,-5204,1734032399.96017
-3952,-5218,1734032402.6361737
-3962,-5232,1734032402.768173
-3972,-5246,1734032404.451171
-3982,-5260,1734032404.5371716
-3992,-5275,1734032404.583171
-4002,-5290,1734032405.234171
-4012,-5304,1734032405.277171
-4022,-5318,1734032408.5036907
-4032,-5332,1734032408.634688
-4042,-5349,1734032409.3666928
-4052,-5363,1734032409.4526908
-4062,-5377,1734032410.0166068
-4072,-5391,1734032410.1006417
-4082,-5405,1734032410.1876404
-4082,-5419,1734032410.3176417
-4082,-5433,1734032411.6246412
-4082,-5447,1734032411.6666422
-4092,-5461,1734032413.8271902
-4102,-5475,1734032414.2601967
-4102,-5489,1734032415.0761976
-4102,-5503,1734032416.8622305
-4112,-5517,1734032417.2132313
-4122,-5531,1734032420.1627488
-4132,-5545,1734032420.2057486
-4142,-5559,1734032420.5597482
-4152,-5573,1734032421.9097488
-4162,-5587,1734032422.435748
-4172,-5601,1734032429.9502723
-4182,-5615,1734032431.0342836
-4192,-5629,1734032431.3372824
-4202,-5643,1734032432.3792822
-4212,-5657,1734032433.2513015
-4222,-5671,1734032433.5963035
-4232,-5685,1734032434.6023018
-4242,-5700,1734032435.3839407
-4252,-5714,1734032437.6774576
-4262,-5728,1734032437.7204578
-4272,-5742,1734032438.3674593
-4282,-5756,1734032438.452458
-4292,-5770,1734032441.1034572
-4302,-5784,1734032441.2324576
-4312,-5798,1734032442.8879762
-4322,-5812,1734032444.2379754
-4332,-5826,1734032450.3450224
-4342,-5840,1734032451.1270213
-4352,-5854,1734032454.636022
-4362,-5868,1734032455.2840228
-4372,-5882,1734032465.6850343
-4382,-5896,1734032466.157035
-4392,-5910,1734032467.502555
-4402,-5924,1734032469.3715553
-4412,-5938,1734032470.2415543
-4412,-5952,1734032473.3945582
